,sidx,idx_strs,xy,x,y,pargp3,parval1_3,3
0,"(1, 39, 11)",idx0:1_idx1:39_idx2:11,"(2875.0, 125.0)",2875.0,125.0,ghbheadgr,0.0,0.000000000000000000000000000000000000000000000000000000000000000000000000e+00
1,"(2, 39, 14)",idx0:2_idx1:39_idx2:14,"(3625.0, 125.0)",3625.0,125.0,ghbheadgr,0.0,0.000000000000000000000000000000000000000000000000000000000000000000000000e+00
2,"(0, 39, 11)",idx0:0_idx1:39_idx2:11,"(2875.0, 125.0)",2875.0,125.0,ghbheadgr,0.0,0.000000000000000000000000000000000000000000000000000000000000000000000000e+00
3,"(0, 39, 6)",idx0:0_idx1:39_idx2:6,"(1625.0, 125.0)",1625.0,125.0,ghbheadgr,0.0,0.00000000000000000000000000000000000000000000000000000000000000000000000e+00
4,"(1, 39, 14)",idx0:1_idx1:39_idx2:14,"(3625.0, 125.0)",3625.0,125.0,ghbheadgr,0.0,0.000000000000000000000000000000000000000000000000000000000000000000000000e+00
5,"(0, 39, 12)",idx0:0_idx1:39_idx2:12,"(3125.0, 125.0)",3125.0,125.0,ghbheadgr,0.0,0.000000000000000000000000000000000000000000000000000000000000000000000000e+00
6,"(1, 39, 13)",idx0:1_idx1:39_idx2:13,"(3375.0, 125.0)",3375.0,125.0,ghbheadgr,0.0,0.000000000000000000000000000000000000000000000000000000000000000000000000e+00
7,"(1, 39, 6)",idx0:1_idx1:39_idx2:6,"(1625.0, 125.0)",1625.0,125.0,ghbheadgr,0.0,0.00000000000000000000000000000000000000000000000000000000000000000000000e+00
8,"(2, 39, 7)",idx0:2_idx1:39_idx2:7,"(1875.0, 125.0)",1875.0,125.0,ghbheadgr,0.0,0.00000000000000000000000000000000000000000000000000000000000000000000000e+00
9,"(1, 39, 8)",idx0:1_idx1:39_idx2:8,"(2125.0, 125.0)",2125.0,125.0,ghbheadgr,0.0,0.00000000000000000000000000000000000000000000000000000000000000000000000e+00
10,"(1, 39, 5)",idx0:1_idx1:39_idx2:5,"(1375.0, 125.0)",1375.0,125.0,ghbheadgr,0.0,0.00000000000000000000000000000000000000000000000000000000000000000000000e+00
11,"(2, 39, 8)",idx0:2_idx1:39_idx2:8,"(2125.0, 125.0)",2125.0,125.0,ghbheadgr,0.0,0.00000000000000000000000000000000000000000000000000000000000000000000000e+00
12,"(0, 39, 9)",idx0:0_idx1:39_idx2:9,"(2375.0, 125.0)",2375.0,125.0,ghbheadgr,0.0,0.00000000000000000000000000000000000000000000000000000000000000000000000e+00
13,"(1, 39, 7)",idx0:1_idx1:39_idx2:7,"(1875.0, 125.0)",1875.0,125.0,ghbheadgr,0.0,0.00000000000000000000000000000000000000000000000000000000000000000000000e+00
14,"(2, 39, 9)",idx0:2_idx1:39_idx2:9,"(2375.0, 125.0)",2375.0,125.0,ghbheadgr,0.0,0.00000000000000000000000000000000000000000000000000000000000000000000000e+00
15,"(0, 39, 10)",idx0:0_idx1:39_idx2:10,"(2625.0, 125.0)",2625.0,125.0,ghbheadgr,0.0,0.000000000000000000000000000000000000000000000000000000000000000000000000e+00
16,"(1, 39, 10)",idx0:1_idx1:39_idx2:10,"(2625.0, 125.0)",2625.0,125.0,ghbheadgr,0.0,0.000000000000000000000000000000000000000000000000000000000000000000000000e+00
17,"(2, 39, 10)",idx0:2_idx1:39_idx2:10,"(2625.0, 125.0)",2625.0,125.0,ghbheadgr,0.0,0.000000000000000000000000000000000000000000000000000000000000000000000000e+00
18,"(0, 39, 7)",idx0:0_idx1:39_idx2:7,"(1875.0, 125.0)",1875.0,125.0,ghbheadgr,0.0,0.00000000000000000000000000000000000000000000000000000000000000000000000e+00
19,"(1, 39, 9)",idx0:1_idx1:39_idx2:9,"(2375.0, 125.0)",2375.0,125.0,ghbheadgr,0.0,0.00000000000000000000000000000000000000000000000000000000000000000000000e+00
20,"(2, 39, 11)",idx0:2_idx1:39_idx2:11,"(2875.0, 125.0)",2875.0,125.0,ghbheadgr,0.0,0.000000000000000000000000000000000000000000000000000000000000000000000000e+00
21,"(0, 39, 8)",idx0:0_idx1:39_idx2:8,"(2125.0, 125.0)",2125.0,125.0,ghbheadgr,0.0,0.00000000000000000000000000000000000000000000000000000000000000000000000e+00
22,"(2, 39, 5)",idx0:2_idx1:39_idx2:5,"(1375.0, 125.0)",1375.0,125.0,ghbheadgr,0.0,0.00000000000000000000000000000000000000000000000000000000000000000000000e+00
23,"(2, 39, 12)",idx0:2_idx1:39_idx2:12,"(3125.0, 125.0)",3125.0,125.0,ghbheadgr,0.0,0.000000000000000000000000000000000000000000000000000000000000000000000000e+00
24,"(0, 39, 13)",idx0:0_idx1:39_idx2:13,"(3375.0, 125.0)",3375.0,125.0,ghbheadgr,0.0,0.000000000000000000000000000000000000000000000000000000000000000000000000e+00
25,"(1, 39, 12)",idx0:1_idx1:39_idx2:12,"(3125.0, 125.0)",3125.0,125.0,ghbheadgr,0.0,0.000000000000000000000000000000000000000000000000000000000000000000000000e+00
26,"(2, 39, 6)",idx0:2_idx1:39_idx2:6,"(1625.0, 125.0)",1625.0,125.0,ghbheadgr,0.0,0.00000000000000000000000000000000000000000000000000000000000000000000000e+00
27,"(2, 39, 13)",idx0:2_idx1:39_idx2:13,"(3375.0, 125.0)",3375.0,125.0,ghbheadgr,0.0,0.000000000000000000000000000000000000000000000000000000000000000000000000e+00
28,"(0, 39, 14)",idx0:0_idx1:39_idx2:14,"(3625.0, 125.0)",3625.0,125.0,ghbheadgr,0.0,0.000000000000000000000000000000000000000000000000000000000000000000000000e+00
29,"(0, 39, 5)",idx0:0_idx1:39_idx2:5,"(1375.0, 125.0)",1375.0,125.0,ghbheadgr,0.0,0.00000000000000000000000000000000000000000000000000000000000000000000000e+00
