,sidx,idx_strs,xy,x,y,pargp9,parval1_9,9
0,"(8, 8, 15)",idx0:8_idx1:8_idx2:15,"(3875.0, 7875.0)",3875.0,7875.0,sfrcond_gr,1.0,1.1000000000000000888178419700125232338905334472656250000000000000000000000000
1,"(22, 22, 15)",idx0:22_idx1:22_idx2:15,"(3875.0, 4375.0)",3875.0,4375.0,sfrcond_gr,1.0,1.100000000000000088817841970012523233890533447265625000000000000000000000000000
2,"(15, 15, 15)",idx0:15_idx1:15_idx2:15,"(3875.0, 6125.0)",3875.0,6125.0,sfrcond_gr,1.0,1.100000000000000088817841970012523233890533447265625000000000000000000000000000
3,"(31, 31, 15)",idx0:31_idx1:31_idx2:15,"(3875.0, 2125.0)",3875.0,2125.0,sfrcond_gr,1.0,1.100000000000000088817841970012523233890533447265625000000000000000000000000000
4,"(9, 9, 15)",idx0:9_idx1:9_idx2:15,"(3875.0, 7625.0)",3875.0,7625.0,sfrcond_gr,1.0,1.1000000000000000888178419700125232338905334472656250000000000000000000000000
5,"(21, 21, 15)",idx0:21_idx1:21_idx2:15,"(3875.0, 4625.0)",3875.0,4625.0,sfrcond_gr,1.0,1.100000000000000088817841970012523233890533447265625000000000000000000000000000
6,"(16, 16, 15)",idx0:16_idx1:16_idx2:15,"(3875.0, 5875.0)",3875.0,5875.0,sfrcond_gr,1.0,1.100000000000000088817841970012523233890533447265625000000000000000000000000000
7,"(30, 30, 15)",idx0:30_idx1:30_idx2:15,"(3875.0, 2375.0)",3875.0,2375.0,sfrcond_gr,1.0,1.100000000000000088817841970012523233890533447265625000000000000000000000000000
8,"(23, 23, 15)",idx0:23_idx1:23_idx2:15,"(3875.0, 4125.0)",3875.0,4125.0,sfrcond_gr,1.0,1.100000000000000088817841970012523233890533447265625000000000000000000000000000
9,"(32, 32, 15)",idx0:32_idx1:32_idx2:15,"(3875.0, 1875.0)",3875.0,1875.0,sfrcond_gr,1.0,1.100000000000000088817841970012523233890533447265625000000000000000000000000000
10,"(11, 11, 15)",idx0:11_idx1:11_idx2:15,"(3875.0, 7125.0)",3875.0,7125.0,sfrcond_gr,1.0,1.100000000000000088817841970012523233890533447265625000000000000000000000000000
11,"(19, 19, 15)",idx0:19_idx1:19_idx2:15,"(3875.0, 5125.0)",3875.0,5125.0,sfrcond_gr,1.0,1.100000000000000088817841970012523233890533447265625000000000000000000000000000
12,"(17, 17, 15)",idx0:17_idx1:17_idx2:15,"(3875.0, 5625.0)",3875.0,5625.0,sfrcond_gr,1.0,1.100000000000000088817841970012523233890533447265625000000000000000000000000000
13,"(29, 29, 15)",idx0:29_idx1:29_idx2:15,"(3875.0, 2625.0)",3875.0,2625.0,sfrcond_gr,1.0,1.100000000000000088817841970012523233890533447265625000000000000000000000000000
14,"(24, 24, 15)",idx0:24_idx1:24_idx2:15,"(3875.0, 3875.0)",3875.0,3875.0,sfrcond_gr,1.0,1.100000000000000088817841970012523233890533447265625000000000000000000000000000
15,"(33, 33, 15)",idx0:33_idx1:33_idx2:15,"(3875.0, 1625.0)",3875.0,1625.0,sfrcond_gr,1.0,1.100000000000000088817841970012523233890533447265625000000000000000000000000000
16,"(38, 38, 15)",idx0:38_idx1:38_idx2:15,"(3875.0, 375.0)",3875.0,375.0,sfrcond_gr,1.0,1.100000000000000088817841970012523233890533447265625000000000000000000000000000
17,"(4, 4, 15)",idx0:4_idx1:4_idx2:15,"(3875.0, 8875.0)",3875.0,8875.0,sfrcond_gr,1.0,1.1000000000000000888178419700125232338905334472656250000000000000000000000000
18,"(2, 2, 15)",idx0:2_idx1:2_idx2:15,"(3875.0, 9375.0)",3875.0,9375.0,sfrcond_gr,1.0,1.1000000000000000888178419700125232338905334472656250000000000000000000000000
19,"(25, 25, 15)",idx0:25_idx1:25_idx2:15,"(3875.0, 3625.0)",3875.0,3625.0,sfrcond_gr,1.0,1.100000000000000088817841970012523233890533447265625000000000000000000000000000
20,"(37, 37, 15)",idx0:37_idx1:37_idx2:15,"(3875.0, 625.0)",3875.0,625.0,sfrcond_gr,1.0,1.100000000000000088817841970012523233890533447265625000000000000000000000000000
21,"(27, 27, 15)",idx0:27_idx1:27_idx2:15,"(3875.0, 3125.0)",3875.0,3125.0,sfrcond_gr,1.0,1.100000000000000088817841970012523233890533447265625000000000000000000000000000
22,"(35, 35, 15)",idx0:35_idx1:35_idx2:15,"(3875.0, 1125.0)",3875.0,1125.0,sfrcond_gr,1.0,1.100000000000000088817841970012523233890533447265625000000000000000000000000000
23,"(10, 10, 15)",idx0:10_idx1:10_idx2:15,"(3875.0, 7375.0)",3875.0,7375.0,sfrcond_gr,1.0,1.100000000000000088817841970012523233890533447265625000000000000000000000000000
24,"(12, 12, 15)",idx0:12_idx1:12_idx2:15,"(3875.0, 6875.0)",3875.0,6875.0,sfrcond_gr,1.0,1.100000000000000088817841970012523233890533447265625000000000000000000000000000
25,"(18, 18, 15)",idx0:18_idx1:18_idx2:15,"(3875.0, 5375.0)",3875.0,5375.0,sfrcond_gr,1.0,1.100000000000000088817841970012523233890533447265625000000000000000000000000000
26,"(20, 20, 15)",idx0:20_idx1:20_idx2:15,"(3875.0, 4875.0)",3875.0,4875.0,sfrcond_gr,1.0,1.100000000000000088817841970012523233890533447265625000000000000000000000000000
27,"(0, 0, 15)",idx0:0_idx1:0_idx2:15,"(3875.0, 9875.0)",3875.0,9875.0,sfrcond_gr,1.0,1.1000000000000000888178419700125232338905334472656250000000000000000000000000
28,"(14, 14, 15)",idx0:14_idx1:14_idx2:15,"(3875.0, 6375.0)",3875.0,6375.0,sfrcond_gr,1.0,1.100000000000000088817841970012523233890533447265625000000000000000000000000000
29,"(13, 13, 15)",idx0:13_idx1:13_idx2:15,"(3875.0, 6625.0)",3875.0,6625.0,sfrcond_gr,1.0,1.100000000000000088817841970012523233890533447265625000000000000000000000000000
30,"(1, 1, 15)",idx0:1_idx1:1_idx2:15,"(3875.0, 9625.0)",3875.0,9625.0,sfrcond_gr,1.0,1.1000000000000000888178419700125232338905334472656250000000000000000000000000
31,"(6, 6, 15)",idx0:6_idx1:6_idx2:15,"(3875.0, 8375.0)",3875.0,8375.0,sfrcond_gr,1.0,1.1000000000000000888178419700125232338905334472656250000000000000000000000000
32,"(26, 26, 15)",idx0:26_idx1:26_idx2:15,"(3875.0, 3375.0)",3875.0,3375.0,sfrcond_gr,1.0,1.100000000000000088817841970012523233890533447265625000000000000000000000000000
33,"(28, 28, 15)",idx0:28_idx1:28_idx2:15,"(3875.0, 2875.0)",3875.0,2875.0,sfrcond_gr,1.0,1.100000000000000088817841970012523233890533447265625000000000000000000000000000
34,"(34, 34, 15)",idx0:34_idx1:34_idx2:15,"(3875.0, 1375.0)",3875.0,1375.0,sfrcond_gr,1.0,1.100000000000000088817841970012523233890533447265625000000000000000000000000000
35,"(36, 36, 15)",idx0:36_idx1:36_idx2:15,"(3875.0, 875.0)",3875.0,875.0,sfrcond_gr,1.0,1.100000000000000088817841970012523233890533447265625000000000000000000000000000
36,"(5, 5, 15)",idx0:5_idx1:5_idx2:15,"(3875.0, 8625.0)",3875.0,8625.0,sfrcond_gr,1.0,1.1000000000000000888178419700125232338905334472656250000000000000000000000000
37,"(7, 7, 15)",idx0:7_idx1:7_idx2:15,"(3875.0, 8125.0)",3875.0,8125.0,sfrcond_gr,1.0,1.1000000000000000888178419700125232338905334472656250000000000000000000000000
38,"(39, 39, 15)",idx0:39_idx1:39_idx2:15,"(3875.0, 125.0)",3875.0,125.0,sfrcond_gr,1.0,1.100000000000000088817841970012523233890533447265625000000000000000000000000000
39,"(3, 3, 15)",idx0:3_idx1:3_idx2:15,"(3875.0, 9125.0)",3875.0,9125.0,sfrcond_gr,1.0,1.1000000000000000888178419700125232338905334472656250000000000000000000000000
