time,TRGW-0-13-10,TRGW-0-15-16,TRGW-0-2-15,TRGW-0-2-9,TRGW-0-21-10,TRGW-0-22-15,TRGW-0-24-4,TRGW-0-26-6,TRGW-0-29-15,TRGW-0-3-8,TRGW-0-33-7,TRGW-0-34-10,TRGW-0-9-1
3652.5,0.01163754999999611,0.009602790000002415,-0.09631798999999575,0.00956284000000096,0.01194110000000137,-0.06840886000000523,0.012203839999997967,0.013585349999999607,-0.06266692000000518,0.009787299999999277,0.009711249999995175,0.007350030000004892,0.011176710000000867
3683.5,0.010178979999999171,0.008409870000001263,-0.10407664999999611,0.009010889999998994,0.010272149999998703,-0.07863870999999989,0.010573379999996746,0.01125538000000148,-0.07042902999999967,0.009159920000001875,0.008692729999999926,0.006628100000000359,0.010458859999999959
3712.5,0.011854509999999152,0.01007864999999697,-0.11723213999999871,0.009542379999999184,0.011983360000002108,-0.08904994000000244,0.011377889999998558,0.013061999999997909,-0.07985968999999926,0.009614339999998833,0.01031907999999504,0.008300540000000467,0.01018305000000197
3743.5,0.01292568000000216,0.010881890000000283,-0.12329329000000655,0.009964709999998433,0.013197409999996523,-0.09337151000000432,0.012370470000000466,0.014497849999997925,-0.0836268500000017,0.010032479999999566,0.011266130000002761,0.008927470000003268,0.010202180000000283
3773.5,0.014990279999999245,0.01280760000000214,-0.12854466999999659,0.010856529999998088,0.01548070999999851,-0.09438232000000113,0.014176169999998933,0.01709823000000199,-0.0853838900000028,0.010901660000001812,0.013040549999999484,0.010412029999997685,0.010628629999999362
3804.5,0.014825460000004398,0.012403679999998474,-0.1199075700000023,0.010875190000000146,0.015424959999997157,-0.08574521999999973,0.014628580000000113,0.017273850000002255,-0.07798334999999668,0.010978459999996915,0.012671050000001571,0.009765039999997782,0.010997439999997027
3834.5,0.014071340000000987,0.011621159999997133,-0.10150638999999728,0.010406820000000039,0.014728320000003237,-0.06950081000000097,0.014536319999997716,0.01695112000000165,-0.06435436999999666,0.010583709999998803,0.011776539999999613,0.008821840000003078,0.011181430000000603
3865.5,0.015175479999996355,0.012890960000000007,-0.07496944000000383,0.010495479999995894,0.01601897999999835,-0.04324396999999891,0.015726870000001725,0.018873939999998868,-0.043821569999998644,0.010715670000003286,0.012481280000002926,0.009392350000005933,0.011480880000000582
3896.5,0.011948760000002778,0.010030149999998628,-0.05244127000000276,0.009343859999994208,0.012561970000000144,-0.02711916999999886,0.013377570000002947,0.014783700000002398,-0.029576489999996625,0.009601849999995693,0.009674169999996707,0.006792159999996272,0.011160079999996242
3926.5,0.013617060000001402,0.012101739999998529,-0.037598849999994854,0.009672279999996647,0.01433795000000515,-0.011345450000000312,0.01437688000000037,0.017006139999999448,-0.018396869999996568,0.009887309999996319,0.011289349999998421,0.00854318999999748,0.01107427999999544
3957.5,0.011043080000000316,0.009899929999996004,-0.03117650000000083,0.009009679999998355,0.011470089999995992,-0.009242600000000323,0.012165429999996036,0.013211040000001617,-0.015821739999999807,0.009213119999998298,0.009243329999996774,0.006691870000004485,0.01071469000000036
3987.5,0.007731520000000103,0.006916700000004994,-0.036068070000006,0.007777849999996533,0.007717840000005083,-0.019598739999999282,0.008848610000001145,0.008521290000004456,-0.022724080000003255,0.007960000000004186,0.006563429999999926,0.00468112000000076,0.009835180000003163
4018.5,0.006298880000002782,0.005543449999997563,-0.04482046999999767,0.006767140000000893,0.00605067000000048,-0.03220731999999771,0.00687777000000267,0.0065471799999983205,-0.03221219000000275,0.00690990999999741,0.005405609999996841,0.004072850000000017,0.00861101000000275
4049.5,0.00770929000000109,0.007060279999997476,-0.06858404999999834,0.007130249999995897,0.007450800000000868,-0.05371906999999965,0.007198279999997226,0.007788230000002727,-0.05047748000000496,0.0071669999999954825,0.006907540000000267,0.005712060000000463,0.007919780000001708
4077.5,0.009481940000000577,0.00856358000000057,-0.08753614999999826,0.007808729999993602,0.009362670000001572,-0.06944462999999956,0.008363729999999236,0.009734319999999741,-0.06380715000000237,0.007798010000001909,0.008497769999998184,0.0070927199999957224,0.007779589999998393
4108.5,0.011420819999997889,0.010063139999999748,-0.09945652999999766,0.008601079999998262,0.011565189999998893,-0.07758942000000246,0.010180719999993926,0.012300490000001219,-0.07086190000000414,0.008585039999999822,0.010098470000002635,0.008280249999998546,0.008094280000001675
4138.5,0.012781780000004517,0.011036079999996673,-0.09971373999999855,0.009163050000005057,0.013173090000002219,-0.07523354000000637,0.011836930000001189,0.014436000000003446,-0.06929171000000167,0.009186550000002569,0.011086030000001301,0.00884810000000158,0.008610869999998272
4169.5,0.013304410000003486,0.011370720000002166,-0.08879961000000236,0.00934669000000099,0.013899699999996074,-0.0633684199999962,0.01295164000000426,0.015665200000000823,-0.059730059999999696,0.009428749999997876,0.011318539999997768,0.00875706000000065,0.009157690000002106
4199.5,0.013021700000003023,0.011095529999998632,-0.07045704000000086,0.009212560000001702,0.013699880000004327,-0.04612963999999664,0.01328458999999782,0.015778679999996825,-0.04558297999999894,0.00936331999999851,0.010842269999997711,0.008150180000001228,0.009643220000000952
4230.5,0.011838750000002563,0.010095630000002132,-0.04967137999999949,0.008665029999995966,0.012487560000003839,-0.02838861000000037,0.0126586599999996,0.01463170999999619,-0.030916400000002398,0.00886161000000385,0.00971921000000009,0.007095559999996226,0.009720000000001505
4261.5,0.010237179999997181,0.008808160000000953,-0.03326296000000184,0.007946580000002257,0.010743620000006615,-0.01597682999999961,0.011338710000003971,0.012674309999994193,-0.02054704999999757,0.008154059999995411,0.0083667799999958,0.006008040000004655,0.009464689999994391
4291.5,0.008729330000001312,0.007663549999996633,-0.02621773999999988,0.007305150000000538,0.009023589999998194,-0.01256572999999861,0.009768179999994686,0.010536010000002705,-0.017530879999995364,0.0074967299999997294,0.007199939999999572,0.005188599999996768,0.008974649999998974
4322.5,0.007729079999997168,0.006984920000000727,-0.03060173000000077,0.006871089999997082,0.007823510000001477,-0.018800580000004175,0.00834777000000031,0.008799260000003528,-0.022332420000005015,0.007008599999998921,0.006562349999995831,0.004921450000004768,0.008336860000000001
4352.5,0.007460790000003215,0.006883489999999881,-0.04522571999999769,0.006794440000000179,0.007399989999996137,-0.03335855000000265,0.007523549999994827,0.007952469999999323,-0.03412473999999577,0.006864720000002933,0.006583899999995424,0.005175520000001654,0.007774830000002453
4383.5,0.008186029999997402,0.007561420000001817,-0.06653938000000181,0.007152179999998509,0.00808582999999885,-0.052445960000000014,0.007602859999998657,0.008388639999999725,-0.04979665999999838,0.0071594299999944155,0.007396310000004291,0.006052230000001657,0.0074896100000003685
